region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Tarn-et-Garonne;82;44.04708848103396, 1.360575078013523;"{""coordinates"": [[1.327215761470788, 44.00416303642454, 83.76594949699938], [1.31003746083124, 44.012155637369176, 81.51594948209822], [1.333603583306032, 44.03894405847707, 89.78594943415374], [1.428892397991256, 44.08382940120862, 91.32694935053587]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.661426291225204, -1.0961555223715316;"{""coordinates"": [[-1.053662193030096, 43.6568627415972, 21.44295013230294], [-1.113248701134456, 43.660402374215664, 2.136950126849115], [-1.135727523836048, 43.67491528410321, 6.747950097545981]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.76453769368334, 1.7078604742339885;"{""coordinates"": [[1.707915834639934, 43.76461993866994, -5.0064176321e-05], [1.707805113828042, 43.76445544869673, -5.0065107644e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.61191008116623, 1.313016800516334;"{""coordinates"": [[1.313815059482908, 43.61206988613527, 182.1769502144307], [1.31221854154976, 43.61175027619719, 182.20995021611452]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.470044687070505, -1.3452580951016766;"{""coordinates"": [[-1.402131660272316, 43.46887327696521, 79.18695047590882], [-1.341233254189856, 43.46548743345387, 96.55295048188418], [-1.289560641204035, 43.48107568150987, 33.46795045398176]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.64570869704544, 0.6919137741422162;"{""coordinates"": [[[0.615767637865869, 43.6737969043557, 135.98995010182261], [0.760006612191008, 43.62049207958821, 156.43995019979775]], [[0.760006612191008, 43.62049207958821, 156.43995019979775], [0.760124248782512, 43.62046740134131, 156.3199502006173]], [[0.760006612191008, 43.62049207958821, 156.43995019979775], [0.760124248782512, 43.62046740134131, 156.3199502006173]], [[0.760124248782512, 43.62046740134131, 156.3199502006173], [0.760251052441303, 43.620439086332986, 155.71995019819587]], [[0.760124248782512, 43.62046740134131, 156.3199502006173], [0.760251052441303, 43.620439086332986, 155.71995019819587]], [[0.760251052441303, 43.620439086332986, 155.71995019819587], [0.760006612191008, 43.62049207958821, 156.43995019979775]], [[0.760251052441303, 43.620439086332986, 155.71995019819587], [0.768071339760561, 43.61963078420647, 152.40995020139962]]], ""type"": ""MultiLineString""}"
Occitanie;76;Aveyron;12;44.352134168150705, 2.5306051303003425;"{""coordinates"": [[2.528230035593537, 44.35278098206971, 587.5742488624528], [2.532980225007148, 44.3514873542317, 597.5879488671198]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.37522553587851, 2.5446403811045872;"{""coordinates"": [[2.54486841219372, 44.37549274801299, 591.9809488216415], [2.544412350015454, 44.37495832374403, 592.118948822841]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.3897483198388, -0.6150792196131227;"{""coordinates"": [[-0.646138985171194, 43.410606329732275, 90.06095058098435], [-0.584019454055051, 43.36889030994533, 113.5929506579414]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.836686689452044, -0.43505326799174093;"{""coordinates"": [[-0.398529896556198, 44.8386528399991, 65.14394797291607], [-0.471576639427284, 44.83472053890499, 63.44494797848165]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.843401350204616, 1.8437521370915009;"{""coordinates"": [[1.843725492163564, 43.84341519695295, 152.06304979138076], [1.843778782019437, 43.843387503456285, 154.11344979144633]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.108536636156686, 0.7934109984317733;"{""coordinates"": [[0.860214205874465, 43.10543816404195, 318.98395114019513], [0.745983375496123, 43.109014322121716, 363.35695113334805], [0.731276997746091, 43.122878507538346, 369.0669511081651]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.975073647550104, 1.2435839317458637;"{""coordinates"": [[1.255361445446504, 43.965295758490726, 109.7819495704025], [1.231806418045223, 43.98485153660949, 99.15594953484833]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.51445403982297, -0.5252862407762536;"{""coordinates"": [[-0.608279200330053, 43.443637988795786, 119.58495052345097], [-0.442293281222454, 43.585270090850145, 166.5599502613768]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.825644337983505, -0.7403685065692387;"{""coordinates"": [[-0.74037419325324, 43.825657449221815, 64.32754982542247], [-0.740362819885237, 43.825631226745195, 65.85494982264936]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.90692291786948, -0.3398698012510444;"{""coordinates"": [[-0.339735400321844, 44.90686152720088, 7.643947846256196], [-0.340004202180245, 44.906984308538085, 9.55394784733653]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.20118220455334, -0.012189879782256278;"{""coordinates"": [[[-0.009988026682569, 43.223708030184774, 326.75395092368126], [-0.010032476677829, 43.22366250229533, 326.75395092368126]], [[0.005855710357084, 43.22633080453373, 326.97095091920346], [-0.010032476677829, 43.22366250229533, 326.75395092368126]], [[-0.010032476677829, 43.22366250229533, 326.75395092368126], [-0.019880614061823, 43.1656194504786, 387.20895103085786]]], ""type"": ""MultiLineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.341704600331425, 0.4148961683723342;"{""coordinates"": [[0.35611099353412, 44.30089768144768, 35.95494895428419], [0.397956733456511, 44.33808197095167, 33.594948885031044], [0.479537987728198, 44.37331542798181, 38.73094882257283]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.55228201259742, 1.4222123128438513;"{""coordinates"": [[1.42211651137164, 43.552178660840866, 144.40305032394826], [1.422308114316062, 43.55238536435398, 145.03795032389462]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.57142410337421, 2.245260247878166;"{""coordinates"": [[2.231569423844736, 43.56180712576469, 198.12345030438155], [2.258951071911595, 43.581041080983745, 225.49545027129352]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.22859332138158, 2.1317302118915675;"{""coordinates"": [[2.140931482784988, 43.241205271314705, 129.35895089060068], [2.122528940998147, 43.21598137144846, 175.2089509377256]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.11427346661794, 1.4764317656604906;"{""coordinates"": [[1.428907682407539, 44.08383715521556, -5.0647184253e-05], [1.523955848913442, 44.144709778020314, -5.0760805607e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.095651223751, 2.2022528170248306;"{""coordinates"": [[2.154333531619097, 43.11857603719932, 187.9149511149153], [2.230292537109972, 43.09047027370739, 152.61795116588473], [2.222267726949285, 43.05794014989456, 171.92995122540742]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.55288259448094, 2.246213901272144;"{""coordinates"": [[2.231592270888127, 43.561768776757404, 198.03995030745864], [2.260835531656161, 43.54399641220448, 188.0629503391683]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.59854120237732, -0.09928811525780273;"{""coordinates"": [[-0.102462048751687, 44.596836901204185, 71.81794841401279], [-0.096114181763918, 44.600245503550454, 28.457948406226933]], ""type"": ""LineString""}"
Occitanie;76;Pyrénées-Orientales;66;42.50257496554853, 2.7545882182859422;"{""coordinates"": [[2.754547484742634, 42.5026080604611, 140.36795223783702], [2.75462895182925, 42.50254187063597, 140.29295223858207]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.59553003416847, 2.0350428470997057;"{""coordinates"": [[2.035083051415917, 44.595584946783426, 350.3164484165609], [2.035002642783495, 44.59547512155351, 352.2649484174326]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.189999045533874, 0.989858990979134;"{""coordinates"": [[0.989839594520454, 43.190033029194495, 269.4499509856105], [0.989878387437813, 43.18996506187325, 269.46995098516345]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.21018595247587, -0.6187282958530448;"{""coordinates"": [[-0.603687851074249, 43.20324698497737, 220.1649509621784], [-0.63376874063184, 43.217124919974374, 203.5309509364888]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.84873423962375, -0.5449194509676614;"{""coordinates"": [[-0.552229107873684, 43.863455345176156, -5.0246715546e-05], [-0.537609794061638, 43.83401313407135, -5.0189904869e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.83536878909834, 1.8387668317329093;"{""coordinates"": [[1.76193047550158, 43.795130361099055, 137.11994988005608], [1.915603187964239, 43.875607217097624, 160.37184973340482]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.48745571154157, -0.5595674864289584;"{""coordinates"": [[-0.607991148394481, 43.44288299701215, 119.59895052295178], [-0.511143824463436, 43.53202842607099, 152.137950360775]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.260085913527064, -0.19289173771176593;"{""coordinates"": [[-0.192938766978621, 43.26017111580143, 277.50095085799694], [-0.192844708444911, 43.2600007112527, 280.10595085751265]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.55691540543428, -0.17223912362173283;"{""coordinates"": [[-0.172005024295483, 44.556878805984105, 33.05894848704338], [-0.172473222947983, 44.556952004884465, 34.83394848648459]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.61315036641457, 1.9640312101857933;"{""coordinates"": [[1.998171972304269, 44.59322542986877, 185.39194841962308], [1.929890448067317, 44.63307530296037, 320.86294834688306]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.139940203284155, 0.9464890633790859;"{""coordinates"": [[0.946501362056023, 43.13993995079045, 284.5999510763213], [0.946476764702149, 43.13994045577786, 284.5999510763213]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.50717534671756, -0.9161208921394044;"{""coordinates"": [[-0.916182631852626, 43.507190707281545, 55.45395040605217], [-0.916059152426183, 43.507159986153574, 58.08195040561259]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.935177440134005, 2.1367104643051267;"{""coordinates"": [[2.132475386977664, 43.93497528123031, 153.4549496229738], [2.140945541632589, 43.9353795990377, 160.41494962293655]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.156501029663275, -0.8586554566624764;"{""coordinates"": [[-0.8339826162634, 43.21887129432513, 195.5609509330243], [-0.830641675050912, 43.16687944413661, 555.7049510302022], [-0.870670508241712, 43.15235261354152, 285.7339510554448], [-0.900739813469773, 43.09661455703552, 237.66795115638524]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.56175305961026, 2.2314959384940383;"{""coordinates"": [[2.231441114991405, 43.56174130733354, 195.3099503070116], [2.231550761996671, 43.56176481188696, 197.98195030726492]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.73433136252332, 0.632546142444049;"{""coordinates"": [[0.615775774498321, 43.67391369712981, 137.12195010203868], [0.637155930983315, 43.71333090898504, 158.70495002903044], [0.634351750308785, 43.79828449865649, 107.99794987309724]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.26814184916729, 0.06906034897145547;"{""coordinates"": [[0.069156103533591, 43.268061763078855, 285.1339508406818], [0.06896459440932, 43.26822193525573, 285.02395084220916]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.4636957832109, 2.2289084713918768;"{""coordinates"": [[2.22887326873592, 44.46359172532216, 478.4459486603737], [2.228943674047833, 44.46379984109964, 482.13744865730405]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.54514878912771, -0.26098267293834265;"{""coordinates"": [[-0.261345839872487, 44.54481613422304, 27.732148508541286], [-0.260619506004198, 44.54548144403238, 27.06594850681722]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.61773609541856, -1.135922819452218;"{""coordinates"": [[-1.135872032649018, 44.617811712406265, 8.524948375299573], [-1.135973606255418, 44.61766047843085, 8.523948376066983]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.119010310400455, 0.8933655438147385;"{""coordinates"": [[0.926521380521311, 43.13258303467513, -4.8909336329e-05], [0.860209707108165, 43.105437586125774, 318.8939511394128]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.14492616724469, 1.523737978454114;"{""coordinates"": [[1.523807557674343, 44.144898954164674, 108.33694924041629], [1.523668399233885, 44.1449533803247, 106.58494924101979]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.251802915376786, 0.3189332836498718;"{""coordinates"": [[0.347068256999497, 44.23158165036461, -5.0918199122e-05], [0.301662628103195, 44.26077610369302, 34.85994902905077], [0.302213175738649, 44.27802114186109, 32.259948996827006]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.16011587425232, 2.1275018179679988;"{""coordinates"": [[2.12253107386198, 43.2159818475608, 175.387950938195], [2.123273826529368, 43.132424678814324, 200.08095108997077], [2.154332859169582, 43.118576260393105, 187.7629511160776]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.01006514559238, -0.560020664271717;"{""coordinates"": [[-0.558019394424882, 45.013587215198825, 1.103947651572526], [-0.562021934118552, 45.00654307598593, 3.615947663784027]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.74675306883117, -0.6580228939285717;"{""coordinates"": [[-0.616400948572308, 44.68195912047315, 59.83894825913012], [-0.642790983001738, 44.70714974366229, 49.98394821211696], [-0.640415810335348, 44.73742814423304, 51.21494815591723], [-0.695109323166719, 44.78887808836187, 48.45294806268066], [-0.681777319000027, 44.811715101400246, 47.753948020748794]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.58596828691308, 1.0573882356940958;"{""coordinates"": [[0.981947442191411, 43.59157179032842, 172.11295025143772], [1.13282902919678, 43.580364783497735, 302.758950272575]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.11832450546794, 0.7045622406792299;"{""coordinates"": [[0.712459722080415, 43.12043415417076, 377.2049511130899], [0.696664759278045, 43.11621485676512, 375.59795112349093]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.273372233675865, 0.06867706759285037;"{""coordinates"": [[0.068227286931992, 43.27866211025248, 277.785950823687], [0.069126848253709, 43.268082357099246, 285.0419508423656]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.83332845355875, -0.8234949352782255;"{""coordinates"": [[-0.823400859557902, 43.833306914721724, 16.866549809463322], [-0.823589010998549, 43.83334999239578, 19.002949809655547]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.87873313420744, -0.7087084654200668;"{""coordinates"": [[-0.708674353812761, 44.8787486725707, -31.02225210238248], [-0.708742577027373, 44.87871759584417, -5.2100978792e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.51364312550823, -0.04890068276707761;"{""coordinates"": [[-0.049355820745724, 44.512704739948624, 65.2767485678196], [-0.048445544788431, 44.51458151106784, -5.1436945796e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.14422666659705, 0.3253005999028926;"{""coordinates"": [[0.311533403714371, 44.14904712602338, -5.0766393542e-05], [0.339067796091414, 44.13940620717071, 47.40094924904406]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.41785439111901, -0.6322831059806793;"{""coordinates"": [[-0.632188165377367, 43.417936077604466, 95.13095056917518], [-0.632378046583992, 43.417772704633556, 95.10495056957006]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.489660298409625, -1.2845685611848285;"{""coordinates"": [[-1.284508484634698, 43.489436013535624, 11.864950438961387], [-1.284628637734959, 43.489884583283626, 13.493950437754393]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.62742721609124, -0.9606657474413723;"{""coordinates"": [[-0.960662633777229, 44.62740141798316, 8.912948357872665], [-0.960668861105515, 44.627453014199325, 11.149948357604444]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.94363719295792, -1.2962909696797884;"{""coordinates"": [[-1.296315932103721, 43.94359107243337, -5.039293319e-05], [-1.296266007255856, 43.94368331348247, -5.0392001867e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.06971473980328, -0.2828755228886899;"{""coordinates"": [[-0.274620008651122, 43.994389552430434, 104.82094951532781], [-0.293160570557923, 44.07688297610621, 81.96194936521351], [-0.270168236866771, 44.143891495560084, 115.8569492418319]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.33991455036267, -0.5846072958236154;"{""coordinates"": [[-0.584702428787982, 43.33979626164702, 123.91795071121305], [-0.584512162859248, 43.340032839078326, 125.66695071104914]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.257750072938634, 0.028002591684357047;"{""coordinates"": [[0.005862430598621, 43.226404615152106, 326.94695091899484], [0.018263542629565, 43.25858334238627, 296.8739508613944], [0.060948732777129, 43.27912874537851, 277.10095082223415]], ""type"": ""LineString""}"
